"ID","message","score"
"NA","I don't always meticulously clean my laptop screen, but when I do it's only because I should be studying for finals. ","57"
"NA","Mom : what do you want for Christmas this year?  Me : all A's and charmin ultra plush toilet paper ","58"
"NA","We should have a study week.","55"
"NA","I tell bad science jokes cause all the good ones argon ","51"
"NA","'I'm a martyr of Geneseo' 'Aren't martyrs usually dead?'  'I'm dead on the inside..'","45"
"NA","Get back to work! Get those grades!","46"
"NA","*finally finds someone to be in a relationship with*   *winter break is in a week*","45"
"NA","Can we go back to syllabus week and try this semester one more time?","42"
"NA","I dont like DK because they give a bad name to Donkey Kong, and that's not cool","38"
"NA","I hate looking ugly the first time I meet someone like wait I can do better than this I swear","40"
"NA","They should make a nap area in the library so if you wanna take a break you don't have to go all the way back to your bed.","42"
"NA","I went to a DK party once. Once.","47"
"NA","I have three finals tomorrow. Send your prayers. ","47"
"NA","They say overpopulation isn't a problem in our world. They clearly haven't tried finding a room to study in during study day.","51"
"NA","IF YOU CANT HANDLE ME AT MY FINALS WEEK YOU DONT DESERVE ME AT MY SYLLABUS WEEK","64"
"NA","Fuck I Never Actually Learned Shit","52"
"NA","once you fully accept that you're going to fail, your stress level goes down 100%","51"
"NA","It's such a beautiful day. I should be hiking with my dog instead of wanting to die.","51"
"NA","Club Milne is going up, on a Tuesday ","53"
"NA","Answering bio questions about Madagascar solely on my knowledge of the movie Madagascar ","47"
"NA","It's a 'no bra' kind of day.","46"
"NA","Please tell me there's some people still in bed ","44"
"NA","Jesus take the GPA","38"
"NA","I hate when you wake up with only 1 sock on and the other is MIA. Like where are you little one what happened to you","29"
"NA","I wish that there was a 'sleep day' between the last day of class and study day because come on let's be realistic.","29"
"NA","Today's the kind of day that wearing leggings isn't a choice, it's a necessity.","28"
"NA","College is a nightmare dressed like a daydream ","24"
"NA","That heart pounding moment when you accidentally almost liked someone's post on Facebook from 2009 😰 ","22"
"NA","Life literally stops when my vagina is bleeding. ","19"
"NA","Ill be mildly impressed if DK  was able to collectively build an Ikea shelf","24"
"NA","STOP POSTING ABOUT DK, what if they find someone to read these to them","15"
"NA","I think DK and hockey just have some sexual tension to work out. ","16"
"NA","You know, McDonald's is looking real good right now.... To work at.","13"
"NA","DK looks great. They punch transgenders and hockey players. ","12"
"NA","I swear, if one of you cause a fire alarm tonight, this whole school is going to feel my wrath","12"
"NA","Right when you get in bed and all of a sudden you're not tired and can't fall asleep ","12"
"NA","Dk doesn't reach 90 when they squat ","13"
"NA","At least give me some warning before you stick your finger up my ass ","14"
"NA","DK peaked senior year of high school ","15"
"NA","I could use sleep. And an orgasm. That'd be fantastic! ","15"
"NA","The bitches on my quad laughing like mother fucking chickens at this time of night need to shut the fuck up ","16"
"NA","I just miss having someone to hold at night","18"
"NA","A potato flew around my room before you came, excuse the mess it made...🎶","19"
"NA","Lowering my expectations from Bachelors Degree to Participation Award.","20"
"NA","DK meeting at the library cancelled. We need to pool resources and find out where the library is. ","18"
"NA","I should just transfer to monsters university ","19"
"NA","Don't drop that GPA ayeee don't drop that GPA","20"
"NA","If women can do anything men can.....how come they cant oppress an entire gender?","21"
"NA","Every time I see you the urge to walk over ,tell you I care and kiss you get stronger.","21"
"NA","When a freshman says they want to go to med school. ","25"
"NA","There's only one person I can blame for all this stress from these crazy finals...DINKLEBERG","25"
"NA","Fake wrestling with the girlfriend...dropped her on her head by accident. I suck.","31"
"NA","i didnt choose the thug life my mom picked it out for me  it was on sale  thanks mom","35"
"NA","How many people still waiting on that Geneseo crush?","33"
"NA","How does a TA ask their student out on a date? For real is it mad weird? ","33"
"NA","Just tried setting my alarm by typing 8.00 into my calculator on my phone ","51"
"NA","If he don't know life before letch, he too young for you.","48"
"NA","Do you ever just take a picture and get frustrated that your face isn't looking the way you want it to?","48"
"NA","Hate,hate,hate, double hate, loathe entirely. ","47"
"NA","What are snails even trying to do","46"
"NA","American Horror Story: my GPA ","42"
"NA","God bless teachers that curve 🙌","48"
"NA","No bra. No underwear. No problem. ","52"
"NA","At the beginning of the semester, I made a goal to lose 10 pounds. Only 20 more to go","55"
"NA","If you're reading this, you survived Monday, and that is something to be proud of friend. ","46"
"NA","I only need a 417% to get an A in bio #overachiever ","45"
"NA","If you can't handle me at my finals week, you don't deserve me at my syllabus week.","47"
"NA","My GPA's gonna get better or it's gonna go down in flames. I'll let you know when it's over, if my soul was worth the pain.","39"
"NA","Remember when iTunes songs were 99¢","51"
"NA","I'll be wearing a life jacket to all my finals this week to stay above the C-level.","40"
"NA","Why couldn't Katniss just volunteer as tribute for my calc final.","38"
"NA","at least you don't need a 4.0 to get into heaven ","50"
"NA","Work I need to do: Hella  Work I've done: Not hella ","42"
"NA","Ya got coffee on your face, ya big disgrace, waving your misery all over the place ","45"
"NA","Professors who give finals are cotton-headed ninny muggins ","53"
"NA","Childish Gambino for spring concert ","47"
"NA","Couldn't figure out what to wear to my exam today because I left my funeral clothes back home","47"
"NA","I call my dick the vine because it only lasts 7 seconds and most people laugh when they see it","56"
"NA","Congrats to NYC on the birth certificate modernization bill that allows trans people born in NYC to correct their gender markers!","61"
"NA","The best way to spread Christmas cheer is canceling finals for the rest of the year","64"
"NA","The lights around campus are anti motion lights","56"
"NA","Roses are dead violets are dead, I failed out of the bio department. ","60"
"NA","You are not born a winner; you are not born a loser. You are born a chooser. ","51"
"NA","When Trivia Crack says 'oops that's your worst category' in reference to History but youre a history major...","51"
"NA","Can I return to the womb and just not do finals?","57"
"NA","My anaconda don't want none unless you have an in depth knowledge of hum1 texts to share with me, hun","58"
"NA","hell hath no fury like a cumulative final","59"
"NA","Using SOFIs to procrastinate","66"
"NA","My motto for filling out SOFI's: if we burn, you burn with us","73"
"NA","Roses are red, violets are blue, fuck this poem I have 3 finals and 2 papers due.","63"
"NA","What?! A llama?!?! HES SUPPOSED TO BE DEAD!","57"
"NA","Starting a protest to protest against the protesters who are interrupting my ability to study at Milne. ","56"
"NA","I'm still alive but I'm barely breathing ","56"
"NA","My anaconda can't because I have reptile dysfunction. ","55"
"NA","College first law of motion: a student in bed will remain in bed until that student is acted upon with a large amount of motivation ","54"
"NA","That moment when you calculate what you have to get on your final to pass the class. I feel like a 113 will be a tough one...","56"
"NA","I can breathe just fine. What I can't do right now is study ","58"
"NA","When you need a 450 on your final to pass the class","59"
"NA","Yes, because protesting outside of the library during finals week isn't going to piss everyone off","51"
"NA","Geneseo the type of school that when the professor leaves the room during the final no one help each other out.","42"
"NA","Seriously? Of all places to protest outside of? A LIBRARY!?","39"
"NA","Cop: do you know how fast you were going?   Me: my snapchat says 65 mph.   Cop: omg add me","40"
"NA","professors who give out essay topics before the final are bae 😍","43"
"NA","getting your period during finals week ","47"
"NA","Let's block off an entire section of the library to film in during finals week. Brilliant. ","44"
"NA","Can u guys protest for Milne to be open 24/7 instead?","44"
"NA","I had a dream where my finals got cancelled. It was such a good dream that I came in my sleep and I have to change my sheets now. ","40"
"NA","I like studying in Frasier because the building reminds me of highschool and I actually did well in highschool.","48"
"NA","Walking uphill I can't tell if the wind is making me tear or if that's just the thought of my finals ","44"
"NA","Hey you. Put down your phone. Open a book. Read a paragraph, then another. You can do this you gorgeous creature you ","57"
